Latitude (decimal degrees):	49.596
Longitude (decimal degrees):	11.008
Elevation (m):	281
Radiation database:	PVGIS-ERA5


Slope: 41 deg. (optimum)
Azimuth: -6 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20081021:1230,532.93,506.54,140.73,8.95,26.63,19.54,3.93,0.0
20081021:1330,320.83,284.98,104.87,5.62,21.42,19.74,3.66,0.0
20081021:1430,215.06,200.17,71.03,3.7,14.34,19.26,2.83,0.0
20081021:1530,47.67,50.19,29.29,1.06,5.95,18.65,2.41,0.0
20081021:1630,0.0,0.0,0.0,0.0,-3.26,16.99,2.21,0.0
20081021:1730,0.0,0.0,0.0,0.0,0.0,15.31,2.07,0.0
20081021:1830,0.0,0.0,0.0,0.0,0.0,14.26,1.93,0.0
20081021:1930,0.0,0.0,0.0,0.0,0.0,13.77,1.72,0.0
20081021:2030,0.0,0.0,0.0,0.0,0.0,13.36,1.52,0.0
20081021:2130,0.0,0.0,0.0,0.0,0.0,13.05,1.45,0.0
20081021:2230,0.0,0.0,0.0,0.0,0.0,12.46,1.79,0.0
20081021:2330,0.0,0.0,0.0,0.0,0.0,11.78,2.21,0.0
20081022:0030,0.0,0.0,0.0,0.0,0.0,11.03,2.34,0.0
20081022:0130,0.0,0.0,0.0,0.0,0.0,10.27,2.14,0.0
20081022:0230,0.0,0.0,0.0,0.0,0.0,9.92,1.93,0.0
20081022:0330,0.0,0.0,0.0,0.0,0.0,9.67,2.0,0.0
20081022:0430,0.0,0.0,0.0,0.0,0.0,9.43,2.07,0.0
20081022:0530,0.0,0.0,0.0,0.0,-3.55,9.17,2.07,0.0
20081022:0630,0.0,0.0,5.41,0.15,5.65,8.88,2.21,0.0
20081022:0730,7.64,0.0,19.08,0.52,14.02,8.37,2.76,0.0
20081022:0830,17.56,0.22,32.5,0.89,21.09,8.34,2.9,0.0
20081022:0930,35.01,0.0,54.33,1.48,26.28,8.36,2.97,0.0
20081022:1030,26.4,0.0,43.91,1.2,29.07,8.47,3.03,0.0
20081022:1130,27.04,0.0,44.66,1.22,29.06,8.29,3.24,0.0
20081022:1230,18.98,0.0,34.51,0.94,26.28,8.03,3.31,0.0
20081022:1330,18.66,0.19,33.86,0.93,21.08,7.66,3.45,0.0
20081022:1430,4.47,0.0,14.11,0.39,14.02,7.3,3.38,0.0
20081022:1530,0.0,0.0,4.88,0.13,5.65,6.83,3.38,0.0
20081022:1630,0.0,0.0,0.0,0.0,0.0,6.42,3.31,0.0
20081022:1730,0.0,0.0,0.0,0.0,0.0,6.1,3.17,0.0
20081022:1830,0.0,0.0,0.0,0.0,0.0,5.89,2.9,0.0
20081022:1930,0.0,0.0,0.0,0.0,0.0,5.91,2.21,0.0
20081022:2030,0.0,0.0,0.0,0.0,0.0,5.87,1.79,0.0
20081022:2130,0.0,0.0,0.0,0.0,0.0,5.86,1.45,0.0
20081022:2230,0.0,0.0,0.0,0.0,0.0,5.78,1.03,0.0
20081022:2330,0.0,0.0,0.0,0.0,0.0,5.56,1.03,0.0
20081023:0030,0.0,0.0,0.0,0.0,0.0,5.36,1.24,0.0
20081023:0130,0.0,0.0,0.0,0.0,0.0,5.26,1.24,0.0
20081023:0230,0.0,0.0,0.0,0.0,0.0,4.57,1.52,0.0
20081023:0330,0.0,0.0,0.0,0.0,0.0,3.96,1.45,0.0
20081023:0430,0.0,0.0,0.0,0.0,0.0,3.15,1.45,0.0
20081023:0530,0.0,0.0,0.0,0.0,-3.8,2.1,1.31,0.0
20081023:0630,50.63,47.46,26.14,0.84,5.39,1.4,1.17,0.0
20081023:0730,155.39,100.56,86.89,2.84,13.74,4.4,0.69,0.0
20081023:0830,178.62,101.95,111.52,3.74,20.78,6.1,0.28,0.0
20081023:0930,257.44,156.45,145.73,5.19,25.95,7.02,0.28,0.0
20081023:1030,243.12,107.68,179.02,5.7,28.72,7.8,0.76,0.0
20081023:1130,193.19,53.76,177.65,5.26,28.71,8.36,1.24,0.0
20081023:1230,290.48,166.57,173.04,6.04,25.94,8.69,1.66,0.0
20081023:1330,171.31,78.39,128.98,4.11,20.75,9.14,1.93,0.0
20081023:1430,165.05,102.81,100.16,3.37,13.71,9.07,2.07,0.0
20081023:1530,53.51,53.16,30.99,1.12,5.35,8.89,2.07,0.0
20081023:1630,0.0,0.0,0.0,0.0,-3.85,8.09,1.86,0.0
20081023:1730,0.0,0.0,0.0,0.0,0.0,7.05,1.93,0.0
20081023:1830,0.0,0.0,0.0,0.0,0.0,6.05,1.93,0.0
20081023:1930,0.0,0.0,0.0,0.0,0.0,6.15,1.72,0.0
20081023:2030,0.0,0.0,0.0,0.0,0.0,5.79,1.72,0.0
20081023:2130,0.0,0.0,0.0,0.0,0.0,5.38,1.86,0.0
20081023:2230,0.0,0.0,0.0,0.0,0.0,4.67,1.93,0.0
20081023:2330,0.0,0.0,0.0,0.0,0.0,4.12,1.93,0.0
20081024:0030,0.0,0.0,0.0,0.0,0.0,3.76,1.93,0.0
20081024:0130,0.0,0.0,0.0,0.0,0.0,3.35,1.93,0.0
20081024:0230,0.0,0.0,0.0,0.0,0.0,3.2,1.93,0.0
20081024:0330,0.0,0.0,0.0,0.0,0.0,2.82,1.86,0.0
20081024:0430,0.0,0.0,0.0,0.0,0.0,2.41,1.72,0.0
20081024:0530,0.0,0.0,0.0,0.0,-4.06,2.28,1.66,0.0
20081024:0630,57.61,59.81,22.52,0.79,5.12,2.1,1.66,0.0
20081024:0730,94.15,53.03,66.77,2.09,13.46,3.82,1.31,0.0
20081024:0830,129.16,41.03,117.28,3.45,20.47,5.27,1.52,0.0
20081024:0930,112.1,7.46,133.25,3.7,25.62,6.37,1.52,0.0
20081024:1030,156.02,21.88,167.45,4.73,28.37,7.0,1.38,0.0
20081024:1130,162.09,32.37,164.17,4.73,28.36,7.76,1.31,0.0
20081024:1230,147.49,31.63,149.26,4.32,25.59,8.33,1.24,0.0
20081024:1330,132.82,34.32,130.82,3.81,20.42,8.77,1.17,0.0
20081024:1430,100.21,54.16,76.16,2.44,13.4,9.1,1.03,0.0
20081024:1530,22.93,17.49,24.88,0.77,5.05,8.98,0.97,0.0
20081024:1630,0.0,0.0,0.0,0.0,0.0,8.4,1.03,0.0
20081024:1730,0.0,0.0,0.0,0.0,0.0,7.42,1.31,0.0
20081024:1830,0.0,0.0,0.0,0.0,0.0,6.19,1.45,0.0
20081024:1930,0.0,0.0,0.0,0.0,0.0,5.52,0.69,0.0
20081024:2030,0.0,0.0,0.0,0.0,0.0,5.36,0.97,0.0
20081024:2130,0.0,0.0,0.0,0.0,0.0,4.65,0.9,0.0
20081024:2230,0.0,0.0,0.0,0.0,0.0,4.74,0.69,0.0
20081024:2330,0.0,0.0,0.0,0.0,0.0,4.96,0.55,0.0
20081025:0030,0.0,0.0,0.0,0.0,0.0,4.76,0.48,0.0
20081025:0130,0.0,0.0,0.0,0.0,0.0,4.1,0.76,0.0
20081025:0230,0.0,0.0,0.0,0.0,0.0,3.02,1.03,0.0
20081025:0330,0.0,0.0,0.0,0.0,0.0,2.46,1.03,0.0
20081025:0430,0.0,0.0,0.0,0.0,0.0,2.99,0.83,0.0
20081025:0530,0.0,0.0,0.0,0.0,0.0,2.33,0.97,0.0
20081025:0630,59.78,55.13,29.43,0.9,4.86,1.88,0.97,0.0
20081025:0730,187.09,129.59,91.37,3.03,13.17,2.3,0.21,0.0
20081025:0830,280.37,199.14,125.46,4.72,20.17,4.28,0.28,0.0
20081025:0930,412.28,311.41,168.08,6.92,25.3,6.25,0.62,0.0
20081025:1030,597.86,569.13,144.96,9.34,28.03,7.84,0.83,0.0
20081025:1130,646.55,646.27,137.27,10.19,28.01,9.35,0.97,0.0
20081025:1230,577.16,572.11,126.84,9.11,25.25,10.48,0.69,0.0
20081025:1330,436.01,416.19,109.52,6.81,20.1,11.08,0.14,0.0
20081025:1430,256.05,235.21,79.07,3.93,13.09,11.22,0.07,0.0
20081025:1530,63.17,74.75,24.96,1.06,4.76,10.92,0.34,0.0
20081025:1630,0.0,0.0,0.0,0.0,0.0,9.85,0.9,0.0
20081025:1730,0.0,0.0,0.0,0.0,0.0,7.76,1.31,0.0
20081025:1830,0.0,0.0,0.0,0.0,0.0,6.69,1.24,0.0
20081025:1930,0.0,0.0,0.0,0.0,0.0,4.66,1.86,0.0
20081025:2030,0.0,0.0,0.0,0.0,0.0,3.92,1.72,0.0
20081025:2130,0.0,0.0,0.0,0.0,0.0,3.2,1.72,0.0
20081025:2230,0.0,0.0,0.0,0.0,0.0,2.63,1.79,0.0
20081025:2330,0.0,0.0,0.0,0.0,0.0,2.31,1.66,0.0
20081026:0030,0.0,0.0,0.0,0.0,0.0,1.89,1.72,0.0
20081026:0130,0.0,0.0,0.0,0.0,0.0,1.24,1.93,0.0
20081026:0230,0.0,0.0,0.0,0.0,0.0,1.19,2.0,0.0
20081026:0330,0.0,0.0,0.0,0.0,0.0,1.05,1.93,0.0
20081026:0430,0.0,0.0,0.0,0.0,0.0,0.92,2.14,0.0
20081026:0530,0.0,0.0,0.0,0.0,0.0,0.92,2.21,0.0
20081026:0630,50.49,48.96,24.46,0.76,4.59,0.87,2.21,0.0
20081026:0730,116.01,54.63,88.26,2.58,12.89,2.59,1.86,0.0
20081026:0830,248.76,129.52,157.7,4.91,19.86,4.66,2.28,0.0
20081026:0930,463.94,364.12,168.62,7.33,24.97,6.32,2.28,0.0
20081026:1030,603.6,527.18,183.45,9.48,27.69,8.16,2.07,0.0
20081026:1130,651.38,621.57,157.88,10.17,27.67,10.09,2.07,0.0
20081026:1230,598.5,581.63,133.31,9.24,24.92,11.67,2.28,0.0
20081026:1330,438.78,396.67,123.76,6.78,19.78,12.68,2.41,0.0
20081026:1430,249.38,219.28,85.42,3.84,12.79,12.98,2.34,0.0
20081026:1530,36.16,37.61,24.89,0.84,4.48,12.38,2.07,0.0
20081026:1630,0.0,0.0,0.0,0.0,0.0,10.84,2.28,0.0
20081026:1730,0.0,0.0,0.0,0.0,0.0,9.85,2.41,0.0
20081026:1830,0.0,0.0,0.0,0.0,0.0,9.5,2.34,0.0
20081026:1930,0.0,0.0,0.0,0.0,0.0,7.93,2.62,0.0
20081026:2030,0.0,0.0,0.0,0.0,0.0,7.95,2.48,0.0
20081026:2130,0.0,0.0,0.0,0.0,0.0,8.02,2.41,0.0
20081026:2230,0.0,0.0,0.0,0.0,0.0,7.88,2.41,0.0
20081026:2330,0.0,0.0,0.0,0.0,0.0,7.94,2.48,0.0
20081027:0030,0.0,0.0,0.0,0.0,0.0,7.94,2.41,0.0
20081027:0130,0.0,0.0,0.0,0.0,0.0,8.07,2.41,0.0
20081027:0230,0.0,0.0,0.0,0.0,0.0,8.04,2.34,0.0
20081027:0330,0.0,0.0,0.0,0.0,0.0,8.07,2.34,0.0
20081027:0430,0.0,0.0,0.0,0.0,0.0,8.08,2.34,0.0
20081027:0530,0.0,0.0,0.0,0.0,0.0,8.12,2.34,0.0
20081027:0630,5.24,0.78,14.66,0.4,4.33,8.16,2.34,0.0
20081027:0730,11.79,0.28,24.77,0.68,12.61,8.69,2.28,0.0
20081027:0830,13.98,0.0,28.05,0.77,19.56,8.92,2.48,0.0
20081027:0930,31.19,1.68,48.2,1.33,24.65,9.27,2.76,0.0
20081027:1030,47.64,5.14,64.3,1.81,27.35,9.7,2.9,0.0
20081027:1130,69.71,21.18,73.37,2.21,27.33,10.04,3.31,0.0
20081027:1230,31.89,0.0,50.9,1.39,24.58,10.06,3.52,0.0
20081027:1330,15.16,0.0,29.72,0.81,19.46,9.73,3.31,0.0
20081027:1430,5.11,0.0,15.25,0.42,12.49,9.5,3.03,0.0
20081027:1530,0.0,0.0,3.34,0.09,4.19,9.32,2.69,0.0
20081027:1630,0.0,0.0,0.0,0.0,0.0,9.14,2.41,0.0
20081027:1730,0.0,0.0,0.0,0.0,0.0,9.03,2.14,0.0
20081027:1830,0.0,0.0,0.0,0.0,0.0,8.92,2.0,0.0
20081027:1930,0.0,0.0,0.0,0.0,0.0,8.6,1.52,0.0
20081027:2030,0.0,0.0,0.0,0.0,0.0,8.51,1.24,0.0
20081027:2130,0.0,0.0,0.0,0.0,0.0,8.42,1.1,0.0
20081027:2230,0.0,0.0,0.0,0.0,0.0,8.34,0.97,0.0
20081027:2330,0.0,0.0,0.0,0.0,0.0,8.26,0.76,0.0
20081028:0030,0.0,0.0,0.0,0.0,0.0,8.18,0.62,0.0
20081028:0130,0.0,0.0,0.0,0.0,0.0,8.14,0.55,0.0
20081028:0230,0.0,0.0,0.0,0.0,0.0,8.05,0.48,0.0
20081028:0330,0.0,0.0,0.0,0.0,0.0,7.95,0.41,0.0
20081028:0430,0.0,0.0,0.0,0.0,0.0,7.9,0.41,0.0
20081028:0530,0.0,0.0,0.0,0.0,0.0,7.86,0.62,0.0
20081028:0630,0.0,0.0,3.3,0.09,4.07,7.73,0.76,0.0
20081028:0730,6.92,0.0,17.94,0.49,12.33,7.14,1.52,0.0
20081028:0830,47.56,5.46,63.33,1.77,19.26,7.21,1.52,0.0
20081028:0930,124.03,33.29,120.88,3.54,24.32,7.6,1.52,0.0
20081028:1030,177.03,59.5,153.34,4.62,27.01,8.12,1.45,0.0
20081028:1130,120.45,33.25,117.69,3.49,26.99,8.72,1.31,0.0
20081028:1230,61.1,7.33,77.53,2.19,24.25,8.96,1.38,0.0
20081028:1330,40.42,2.08,58.85,1.63,19.15,8.83,1.17,0.0
20081028:1430,19.02,2.11,32.63,0.91,12.19,8.73,0.83,0.0
20081028:1530,1.46,0.0,8.79,0.24,3.92,8.43,0.62,0.0
20081028:1630,0.0,0.0,0.0,0.0,0.0,8.04,0.55,0.0
20081028:1730,0.0,0.0,0.0,0.0,0.0,7.34,0.76,0.0
20081028:1830,0.0,0.0,0.0,0.0,0.0,6.92,1.03,0.0
20081028:1930,0.0,0.0,0.0,0.0,0.0,6.5,0.62,0.0
20081028:2030,0.0,0.0,0.0,0.0,0.0,6.5,0.83,0.0
20081028:2130,0.0,0.0,0.0,0.0,0.0,6.38,0.83,0.0
20081028:2230,0.0,0.0,0.0,0.0,0.0,6.34,0.62,0.0
20081028:2330,0.0,0.0,0.0,0.0,0.0,6.28,0.83,0.0
20081029:0030,0.0,0.0,0.0,0.0,0.0,6.1,1.03,0.0
20081029:0130,0.0,0.0,0.0,0.0,0.0,5.98,1.24,0.0
20081029:0230,0.0,0.0,0.0,0.0,0.0,5.84,1.38,0.0
20081029:0330,0.0,0.0,0.0,0.0,0.0,5.8,1.52,0.0
20081029:0430,0.0,0.0,0.0,0.0,0.0,5.74,1.72,0.0
20081029:0530,0.0,0.0,0.0,0.0,0.0,5.7,1.86,0.0
20081029:0630,0.0,0.0,4.18,0.11,3.81,5.61,1.93,0.0
20081029:0730,4.16,0.0,13.5,0.37,12.05,5.02,2.41,0.0
20081029:0830,16.01,1.41,28.87,0.8,18.96,4.8,2.55,0.0
20081029:0930,26.2,0.0,43.04,1.18,24.0,4.61,2.69,0.0
20081029:1030,31.11,1.03,47.89,1.32,26.68,4.56,2.69,0.0
20081029:1130,33.34,0.0,51.56,1.41,26.66,4.48,2.83,0.0
20081029:1230,24.81,0.0,41.32,1.13,23.93,4.49,2.69,0.0
20081029:1330,7.09,0.0,18.02,0.49,18.84,4.45,2.48,0.0
20081029:1430,5.14,0.0,15.03,0.41,11.91,4.29,2.41,0.0
20081029:1530,0.0,0.0,2.46,0.07,3.64,4.1,2.41,0.0
20081029:1630,0.0,0.0,0.0,0.0,0.0,3.88,2.34,0.0
20081029:1730,0.0,0.0,0.0,0.0,0.0,3.8,2.21,0.0
20081029:1830,0.0,0.0,0.0,0.0,0.0,3.73,2.34,0.0
20081029:1930,0.0,0.0,0.0,0.0,0.0,2.92,2.28,0.0
20081029:2030,0.0,0.0,0.0,0.0,0.0,2.71,2.55,0.0
20081029:2130,0.0,0.0,0.0,0.0,0.0,2.22,2.28,0.0
20081029:2230,0.0,0.0,0.0,0.0,0.0,1.75,2.14,0.0
20081029:2330,0.0,0.0,0.0,0.0,0.0,1.59,1.86,0.0
20081030:0030,0.0,0.0,0.0,0.0,0.0,1.5,1.79,0.0
20081030:0130,0.0,0.0,0.0,0.0,0.0,1.42,2.0,0.0
20081030:0230,0.0,0.0,0.0,0.0,0.0,1.41,1.79,0.0
20081030:0330,0.0,0.0,0.0,0.0,0.0,1.4,1.52,0.0
20081030:0430,0.0,0.0,0.0,0.0,0.0,1.27,1.31,0.0
20081030:0530,0.0,0.0,0.0,0.0,0.0,1.22,1.38,0.0
20081030:0630,0.14,0.0,5.71,0.16,3.55,1.13,1.17,0.0
20081030:0730,19.04,1.32,32.44,0.89,11.77,1.21,0.97,0.0
20081030:0830,77.39,30.03,70.05,2.12,18.66,1.57,1.03,0.0
20081030:0930,112.51,31.8,106.5,3.14,23.69,2.1,1.31,0.0
20081030:1030,169.1,71.16,127.74,4.04,26.35,2.86,1.86,0.0
20081030:1130,103.42,20.13,108.91,3.14,26.33,3.42,2.55,0.0
20081030:1230,81.19,6.55,98.5,2.75,23.61,3.44,2.9,0.0
20081030:1330,109.47,42.98,92.67,2.84,18.54,3.66,2.9,0.0
20081030:1430,45.78,18.52,47.72,1.42,11.62,3.81,2.76,0.0
20081030:1530,13.02,20.76,8.88,0.33,3.37,3.78,2.69,0.0
20081030:1630,0.0,0.0,0.0,0.0,0.0,3.35,1.52,0.0
20081030:1730,0.0,0.0,0.0,0.0,0.0,3.1,0.76,0.0
20081030:1830,0.0,0.0,0.0,0.0,0.0,2.08,0.83,0.0
20081030:1930,0.0,0.0,0.0,0.0,0.0,2.98,0.55,0.0
20081030:2030,0.0,0.0,0.0,0.0,0.0,3.22,0.14,0.0
20081030:2130,0.0,0.0,0.0,0.0,0.0,2.25,0.76,0.0
20081030:2230,0.0,0.0,0.0,0.0,0.0,1.54,1.17,0.0
20081030:2330,0.0,0.0,0.0,0.0,0.0,0.86,1.38,0.0
20081031:0030,0.0,0.0,0.0,0.0,0.0,0.54,1.45,0.0
20081031:0130,0.0,0.0,0.0,0.0,0.0,-0.03,1.52,0.0
20081031:0230,0.0,0.0,0.0,0.0,0.0,-0.55,1.79,0.0
20081031:0330,0.0,0.0,0.0,0.0,0.0,-0.71,2.0,0.0
20081031:0430,0.0,0.0,0.0,0.0,0.0,-0.44,2.07,0.0
20081031:0530,0.0,0.0,0.0,0.0,0.0,-0.41,2.14,0.0
20081031:0630,101.21,108.03,24.33,0.79,3.29,-0.06,2.34,0.0
20081031:0730,336.45,293.72,87.5,3.6,11.49,1.05,2.34,0.0
20081031:0830,525.97,481.46,116.52,6.49,18.36,3.14,2.41,0.0
20081031:0930,601.48,538.05,155.12,8.33,23.37,5.56,2.83,0.0
20081031:1030,516.11,385.49,210.59,8.33,26.03,7.53,2.9,0.0
20081031:1130,332.31,165.21,221.35,6.96,26.0,8.89,2.48,0.0
20081031:1230,240.01,93.91,190.56,5.7,23.29,9.63,1.93,0.0
20081031:1330,171.11,63.36,145.2,4.27,18.24,10.05,1.66,0.0
20081031:1430,74.11,24.0,76.83,2.19,11.34,10.15,1.59,0.0
20081031:1530,18.03,18.27,18.27,0.55,3.11,9.49,1.59,0.0
20081031:1630,0.0,0.0,0.0,0.0,0.0,8.21,1.93,0.0
20081031:1730,0.0,0.0,0.0,0.0,0.0,6.98,2.14,0.0
20081031:1830,0.0,0.0,0.0,0.0,0.0,6.16,2.21,0.0
20081031:1930,0.0,0.0,0.0,0.0,0.0,5.5,1.66,0.0
20081031:2030,0.0,0.0,0.0,0.0,0.0,4.35,1.79,0.0
20081031:2130,0.0,0.0,0.0,0.0,0.0,3.52,1.79,0.0
20081031:2230,0.0,0.0,0.0,0.0,0.0,3.03,1.93,0.0
20081031:2330,0.0,0.0,0.0,0.0,0.0,2.86,2.14,0.0
20081101:0030,0.0,0.0,0.0,0.0,0.0,3.03,2.21,0.0
20081101:0130,0.0,0.0,0.0,0.0,0.0,3.13,2.14,0.0
20081101:0230,0.0,0.0,0.0,0.0,0.0,2.99,2.07,0.0
20081101:0330,0.0,0.0,0.0,0.0,0.0,2.95,2.14,0.0
20081101:0430,0.0,0.0,0.0,0.0,0.0,2.97,2.21,0.0
20081101:0530,0.0,0.0,0.0,0.0,0.0,3.04,2.34,0.0
20081101:0630,74.88,83.4,20.35,0.65,3.03,3.16,2.28,0.0
20081101:0730,279.13,235.74,86.19,3.19,11.22,3.42,2.0,0.0
20081101:0830,465.84,413.28,124.32,5.98,18.07,5.8,1.72,0.0
20081101:0930,597.24,560.39,145.49,8.31,23.06,8.14,1.72,0.0
20081101:1030,663.89,669.52,133.01,9.62,25.7,10.25,1.59,0.0
20081101:1130,641.65,651.46,130.82,9.56,25.68,11.92,1.38,0.0
20081101:1230,562.77,562.3,121.82,8.35,22.98,13.05,1.17,0.0
20081101:1330,424.86,408.66,103.95,6.12,17.95,13.7,1.1,0.0
20081101:1430,233.32,217.69,72.12,3.24,11.07,13.83,1.1,0.0
20081101:1530,45.78,63.43,15.6,0.61,2.85,13.12,1.38,0.0
20081101:1630,0.0,0.0,0.0,0.0,0.0,11.35,1.1,0.0
20081101:1730,0.0,0.0,0.0,0.0,0.0,11.07,0.62,0.0
20081101:1830,0.0,0.0,0.0,0.0,0.0,8.31,1.24,0.0
20081101:1930,0.0,0.0,0.0,0.0,0.0,6.03,2.0,0.0
20081101:2030,0.0,0.0,0.0,0.0,0.0,5.39,2.0,0.0
20081101:2130,0.0,0.0,0.0,0.0,0.0,4.69,1.72,0.0
20081101:2230,0.0,0.0,0.0,0.0,0.0,5.82,1.1,0.0
20081101:2330,0.0,0.0,0.0,0.0,0.0,6.34,0.28,0.0
20081102:0030,0.0,0.0,0.0,0.0,0.0,5.81,0.48,0.0
20081102:0130,0.0,0.0,0.0,0.0,0.0,4.86,0.76,0.0
20081102:0230,0.0,0.0,0.0,0.0,0.0,4.23,0.62,0.0
20081102:0330,0.0,0.0,0.0,0.0,0.0,3.83,0.48,0.0
20081102:0430,0.0,0.0,0.0,0.0,0.0,3.71,0.62,0.0
20081102:0530,0.0,0.0,0.0,0.0,0.0,4.03,0.76,0.0
20081102:0630,3.18,0.4,11.46,0.31,2.77,4.25,0.76,0.0
20081102:0730,33.69,7.34,44.82,1.25,10.94,4.83,0.48,0.0
20081102:0830,79.35,17.47,86.75,2.46,17.78,5.59,0.55,0.0
20081102:0930,104.99,20.7,112.23,3.2,22.75,6.54,0.9,0.0
20081102:1030,128.35,32.15,126.82,3.69,25.39,7.54,1.38,0.0
20081102:1130,142.7,26.75,148.8,4.24,25.36,8.59,1.79,0.0
20081102:1230,145.85,50.03,129.48,3.87,22.68,9.74,2.0,0.0
20081102:1330,142.03,73.24,102.73,3.26,17.66,10.68,2.48,0.0
20081102:1430,80.43,44.89,64.06,1.95,10.8,11.48,2.69,0.0
20081102:1530,9.68,13.86,10.81,0.33,2.6,11.7,2.21,0.0
20081102:1630,0.0,0.0,0.0,0.0,0.0,11.16,2.34,0.0
20081102:1730,0.0,0.0,0.0,0.0,0.0,10.39,2.55,0.0
20081102:1830,0.0,0.0,0.0,0.0,0.0,9.92,2.76,0.0
20081102:1930,0.0,0.0,0.0,0.0,0.0,9.54,2.9,0.0
20081102:2030,0.0,0.0,0.0,0.0,0.0,9.36,3.03,0.0
20081102:2130,0.0,0.0,0.0,0.0,0.0,9.46,2.97,0.0
20081102:2230,0.0,0.0,0.0,0.0,0.0,9.32,2.83,0.0
20081102:2330,0.0,0.0,0.0,0.0,0.0,9.24,2.69,0.0
20081103:0030,0.0,0.0,0.0,0.0,0.0,9.15,2.62,0.0
20081103:0130,0.0,0.0,0.0,0.0,0.0,9.12,2.55,0.0
20081103:0230,0.0,0.0,0.0,0.0,0.0,9.03,2.34,0.0
20081103:0330,0.0,0.0,0.0,0.0,0.0,8.89,2.48,0.0
20081103:0430,0.0,0.0,0.0,0.0,0.0,8.69,2.55,0.0
20081103:0530,0.0,0.0,0.0,0.0,0.0,8.39,2.48,0.0
20081103:0630,23.7,24.59,17.62,0.49,2.51,8.15,2.34,0.0
20081103:0730,173.55,126.26,84.11,2.55,10.67,7.34,1.03,0.0
20081103:0830,222.08,156.41,107.58,3.74,17.48,8.79,0.9,0.0
20081103:0930,410.79,332.01,152.02,6.32,22.45,10.0,1.1,0.0
20081103:1030,439.52,336.62,183.55,7.25,25.07,11.15,1.45,0.0
20081103:1130,421.49,335.08,165.27,6.97,25.05,12.05,1.38,0.0
20081103:1230,409.54,339.08,150.84,6.59,22.37,12.84,1.03,0.0
20081103:1330,358.17,313.14,118.0,5.37,17.37,13.23,0.83,0.0
20081103:1430,141.79,110.67,71.37,2.43,10.53,13.43,0.83,0.0
20081103:1530,22.63,33.36,12.28,0.41,2.35,12.95,0.83,0.0
20081103:1630,0.0,0.0,0.0,0.0,0.0,11.73,1.03,0.0
20081103:1730,0.0,0.0,0.0,0.0,0.0,10.42,0.97,0.0
20081103:1830,0.0,0.0,0.0,0.0,0.0,9.55,0.97,0.0
20081103:1930,0.0,0.0,0.0,0.0,0.0,8.08,1.31,0.0
20081103:2030,0.0,0.0,0.0,0.0,0.0,6.91,1.72,0.0
20081103:2130,0.0,0.0,0.0,0.0,0.0,6.59,1.52,0.0
20081103:2230,0.0,0.0,0.0,0.0,0.0,6.19,1.45,0.0
20081103:2330,0.0,0.0,0.0,0.0,0.0,6.08,1.45,0.0
20081104:0030,0.0,0.0,0.0,0.0,0.0,6.09,1.24,0.0
20081104:0130,0.0,0.0,0.0,0.0,0.0,7.43,0.34,0.0
20081104:0230,0.0,0.0,0.0,0.0,0.0,7.24,0.34,0.0
20081104:0330,0.0,0.0,0.0,0.0,0.0,6.81,0.69,0.0
20081104:0430,0.0,0.0,0.0,0.0,0.0,6.37,1.24,0.0
20081104:0530,0.0,0.0,0.0,0.0,0.0,6.82,1.52,0.0
20081104:0630,1.77,0.0,9.36,0.26,2.26,7.02,1.38,0.0
20081104:0730,108.82,78.5,59.49,1.85,10.4,7.2,1.72,0.0
20081104:0830,262.9,191.2,115.16,4.08,17.2,7.74,2.34,0.0
20081104:0930,485.03,395.76,168.48,7.06,22.14,9.18,2.69,0.0
20081104:1030,513.64,446.77,157.72,7.67,24.76,10.79,2.34,0.0
20081104:1130,587.13,548.83,153.99,8.66,24.74,11.99,2.14,0.0
20081104:1230,514.92,480.56,133.54,7.51,22.08,13.1,2.28,0.0
20081104:1330,408.36,380.92,105.26,5.68,17.09,13.67,2.55,0.0
20081104:1430,184.41,152.25,78.59,2.77,10.27,13.69,2.48,0.0
20081104:1530,3.97,0.0,13.54,0.37,2.11,12.79,2.21,0.0
20081104:1630,0.0,0.0,0.0,0.0,0.0,11.45,2.62,0.0
20081104:1730,0.0,0.0,0.0,0.0,0.0,10.47,2.76,0.0
20081104:1830,0.0,0.0,0.0,0.0,0.0,9.71,3.03,0.0
20081104:1930,0.0,0.0,0.0,0.0,0.0,9.05,3.52,0.0
20081104:2030,0.0,0.0,0.0,0.0,0.0,8.89,3.59,0.0
20081104:2130,0.0,0.0,0.0,0.0,0.0,8.81,3.59,0.0
20081104:2230,0.0,0.0,0.0,0.0,0.0,9.25,3.72,0.0
20081104:2330,0.0,0.0,0.0,0.0,0.0,9.55,3.93,0.0
20081105:0030,0.0,0.0,0.0,0.0,0.0,9.89,4.0,0.0
20081105:0130,0.0,0.0,0.0,0.0,0.0,10.24,4.0,0.0
20081105:0230,0.0,0.0,0.0,0.0,0.0,10.41,3.79,0.0
20081105:0330,0.0,0.0,0.0,0.0,0.0,10.44,3.31,0.0
20081105:0430,0.0,0.0,0.0,0.0,0.0,10.44,2.83,0.0
20081105:0530,0.0,0.0,0.0,0.0,0.0,10.5,2.41,0.0
